ts,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base,taker_buy_quote,ignore
2024-09-11 16:00:00,29.68,29.68,29.68,29.68,0.00000000,1726084799999,0.00000000,0,0.00000000,0.00000000,0
2024-09-11 20:00:00,29.58,29.58,29.58,29.58,0.06900000,1726099199999,2.04102000,1,0.06900000,2.04102000,0
2024-09-12 00:00:00,29.26,30.18,28.7,30.16,3.17400000,1726113599999,94.32047000,33,1.99800000,59.90427000,0
2024-09-12 04:00:00,29.98,29.98,29.98,29.98,3.47000000,1726127999999,104.03060000,2,3.47000000,104.03060000,0
2024-09-12 08:00:00,29.52,29.52,29.52,29.52,0.07500000,1726142399999,2.21400000,1,0.00000000,0.00000000,0
2024-09-12 12:00:00,29.52,29.52,29.52,29.52,0.00000000,1726156799999,0.00000000,0,0.00000000,0.00000000,0
2024-09-12 16:00:00,29.52,29.52,29.52,29.52,324.43300000,1726171199999,9577.26216000,11,0.00000000,0.00000000,0
2024-09-12 20:00:00,29.52,29.52,29.52,29.52,0.00000000,1726185599999,0.00000000,0,0.00000000,0.00000000,0
2024-09-13 00:00:00,30.25,30.25,29.33,29.47,1.48700000,1726199999999,44.07017000,14,1.48700000,44.07017000,0
2024-09-13 04:00:00,28.55,29.43,28.55,29.43,0.24600000,1726214399999,7.10162000,2,0.08900000,2.61927000,0
2024-09-13 08:00:00,29.62,30.02,29.62,30.02,1.30600000,1726228799999,38.79642000,4,0.44800000,13.33956000,0
2024-09-13 12:00:00,30.45,30.45,30.45,30.45,0.08700000,1726243199999,2.64915000,1,0.08700000,2.64915000,0
2024-09-13 16:00:00,29.15,29.15,29.15,29.15,1.08600000,1726257599999,31.65690000,1,0.00000000,0.00000000,0
2024-09-13 20:00:00,30.34,30.34,30.34,30.34,0.13000000,1726271999999,3.94420000,1,0.13000000,3.94420000,0
2024-09-14 00:00:00,30.61,30.7,29.51,30.54,15.58800000,1726286399999,476.15167000,18,2.80000000,85.64529000,0
2024-09-14 04:00:00,30.54,30.54,30.54,30.54,0.00000000,1726300799999,0.00000000,0,0.00000000,0.00000000,0
2024-09-14 08:00:00,30.55,30.55,30.55,30.55,0.27500000,1726315199999,8.40125000,1,0.27500000,8.40125000,0
2024-09-14 12:00:00,30.41,30.85,30.41,30.85,1.08500000,1726329599999,33.08926000,3,1.08500000,33.08926000,0
2024-09-14 16:00:00,30.95,30.95,30.8,30.8,0.76800000,1726343999999,23.67390000,2,0.76800000,23.67390000,0
2024-09-14 20:00:00,30.89,30.89,30.87,30.87,1.30000000,1726358399999,40.13758000,2,1.30000000,40.13758000,0
2024-09-15 00:00:00,30.9,31.42,30.12,31.42,14.87600000,1726372799999,458.90192000,58,9.93400000,309.03465000,0
2024-09-15 04:00:00,30.95,30.95,30.74,30.74,2.37500000,1726387199999,73.43737000,2,2.04700000,63.35465000,0
2024-09-15 08:00:00,30.59,30.59,30.59,30.59,0.37100000,1726401599999,11.34889000,2,0.37100000,11.34889000,0
2024-09-15 12:00:00,30.28,30.28,30.28,30.28,0.33000000,1726415999999,9.99240000,1,0.00000000,0.00000000,0
2024-09-15 16:00:00,29.69,30.57,29.69,30.57,5.00300000,1726430399999,148.61299000,4,0.08400000,2.56788000,0
2024-09-15 20:00:00,29.87,29.87,29.28,29.28,5.67400000,1726444799999,166.42648000,3,5.67400000,166.42648000,0
2024-09-16 00:00:00,28.95,29.29,28.52,29.16,1809.48700000,1726459199999,51633.06014000,96,1725.21200000,49208.08095000,0
2024-09-16 04:00:00,28.65,28.65,28.64,28.64,709.79600000,1726473599999,20328.57078000,10,640.34500000,18339.48080000,0
2024-09-16 08:00:00,28.92,28.92,28.33,28.33,718.01500000,1726487999999,20343.04398000,10,714.93200000,20254.02356000,0
2024-09-16 12:00:00,28.33,28.33,28.33,28.33,0.00000000,1726502399999,0.00000000,0,0.00000000,0.00000000,0
2024-09-16 16:00:00,28.83,29.1,28.83,29.1,3.19100000,1726516799999,92.39169000,6,2.22000000,64.39776000,0
2024-09-16 20:00:00,29.1,29.1,29.1,29.1,336.32000000,1726531199999,9786.91200000,48,336.32000000,9786.91200000,0
2024-09-17 00:00:00,29.1,29.1,28.88,29.03,3.65600000,1726545599999,105.76392000,14,0.83100000,24.14050000,0
2024-09-17 04:00:00,29.03,29.03,29.03,29.03,0.00000000,1726559999999,0.00000000,0,0.00000000,0.00000000,0
2024-09-17 08:00:00,28.9,28.9,28.9,28.9,0.11600000,1726574399999,3.35240000,1,0.00000000,0.00000000,0
2024-09-17 12:00:00,29.07,29.07,29.07,29.07,0.80000000,1726588799999,23.25600000,1,0.00000000,0.00000000,0
2024-09-17 16:00:00,30.44,30.44,29.99,29.99,1.21600000,1726603199999,36.86519000,2,1.21600000,36.86519000,0
2024-09-17 20:00:00,29.99,29.99,29.99,29.99,0.00000000,1726617599999,0.00000000,0,0.00000000,0.00000000,0
2024-09-18 00:00:00,29.67,30.26,29.5,30.1,8.43900000,1726631999999,251.18637000,76,8.43900000,251.18637000,0
2024-09-18 04:00:00,30.26,30.26,30.26,30.26,0.03600000,1726646399999,1.08936000,1,0.03600000,1.08936000,0
2024-09-18 08:00:00,30.26,30.26,30.26,30.26,0.00000000,1726660799999,0.00000000,0,0.00000000,0.00000000,0
2024-09-18 12:00:00,29.84,29.84,29.84,29.84,1.72800000,1726675199999,51.56352000,1,1.72800000,51.56352000,0
2024-09-18 16:00:00,29.76,29.76,29.76,29.76,2.42600000,1726689599999,72.19776000,1,0.00000000,0.00000000,0
2024-09-18 20:00:00,30.55,30.55,30.55,30.55,0.32500000,1726703999999,9.92875000,1,0.32500000,9.92875000,0
2024-09-19 00:00:00,30.67,31.28,30.67,31.28,17.09200000,1726718399999,530.86298000,95,16.92700000,525.73643000,0
2024-09-19 04:00:00,31.35,31.51,31.35,31.51,0.96600000,1726732799999,30.31834000,4,0.96600000,30.31834000,0
2024-09-19 08:00:00,31.72,31.72,31.72,31.72,0.15800000,1726747199999,5.01176000,1,0.15800000,5.01176000,0
2024-09-19 12:00:00,31.98,31.98,31.98,31.98,0.64900000,1726761599999,20.75502000,3,0.64900000,20.75502000,0
2024-09-19 16:00:00,31.98,32.31,30.43,31.73,10.83500000,1726775999999,346.25209000,12,9.45400000,304.18146000,0
2024-09-19 20:00:00,31.7,31.7,31.7,31.7,6.75800000,1726790399999,214.22860000,1,0.00000000,0.00000000,0
2024-09-20 00:00:00,30.74,31.85,30.42,31.85,12.02600000,1726804799999,369.82806000,82,1.93700000,60.60169000,0
2024-09-20 04:00:00,32.21,32.33,32.21,32.33,0.27000000,1726819199999,8.71530000,2,0.27000000,8.71530000,0
2024-09-20 08:00:00,32.33,32.33,32.33,32.33,0.00000000,1726833599999,0.00000000,0,0.00000000,0.00000000,0
2024-09-20 12:00:00,31.08,32.03,30.49,31.96,1.13100000,1726847999999,35.18737000,7,0.36000000,11.52345000,0
2024-09-20 16:00:00,30.53,30.69,30.41,30.69,15.00700000,1726862399999,456.56871000,3,0.24700000,7.58043000,0
2024-09-20 20:00:00,29.73,31.35,29.73,31.35,4.92300000,1726876799999,148.44813000,4,1.52300000,47.36613000,0
2024-09-21 00:00:00,30.7,31.57,30.57,30.71,3.47100000,1726891199999,106.75694000,49,0.18400000,5.70890000,0
2024-09-21 04:00:00,30.57,30.57,30.57,30.57,0.31500000,1726905599999,9.62955000,2,0.00000000,0.00000000,0
2024-09-21 08:00:00,30.69,30.69,30.69,30.69,0.03400000,1726919999999,1.04346000,1,0.00000000,0.00000000,0
2024-09-21 12:00:00,31.11,31.4,31.11,31.4,0.55200000,1726934399999,17.25753000,3,0.55200000,17.25753000,0
2024-09-21 16:00:00,31.35,31.35,31.35,31.35,0.35800000,1726948799999,11.22330000,1,0.00000000,0.00000000,0
2024-09-21 20:00:00,31.35,31.35,31.35,31.35,0.00000000,1726963199999,0.00000000,0,0.00000000,0.00000000,0
2024-09-22 00:00:00,30.9,31.4,30.24,30.69,81.34800000,1726977599999,2478.05537000,33,0.45100000,13.92933000,0
2024-09-22 04:00:00,30.69,30.69,30.69,30.69,0.00000000,1726991999999,0.00000000,0,0.00000000,0.00000000,0
2024-09-22 08:00:00,30.08,30.08,30.08,30.08,0.21900000,1727006399999,6.58752000,1,0.00000000,0.00000000,0
2024-09-22 12:00:00,30.09,30.09,30.09,30.09,0.22500000,1727020799999,6.77025000,1,0.22500000,6.77025000,0
2024-09-22 16:00:00,29.35,30.52,29.35,30.52,1.95200000,1727035199999,59.20649000,2,1.63700000,49.96124000,0
2024-09-22 20:00:00,30.52,30.52,30.52,30.52,3.28400000,1727049599999,100.22768000,1,3.28400000,100.22768000,0
2024-09-23 00:00:00,30.0,31.17,30.0,31.17,3.02800000,1727063999999,92.08229000,6,3.02800000,92.08229000,0
2024-09-23 04:00:00,30.73,30.8,30.5,30.5,2.75600000,1727078399999,84.64488000,11,1.15000000,35.33700000,0
2024-09-23 08:00:00,30.23,30.23,28.62,28.96,30.65800000,1727092799999,893.16747000,24,6.97000000,209.42966000,0
2024-09-23 12:00:00,29.48,29.48,29.48,29.48,2.28300000,1727107199999,67.30284000,2,2.28300000,67.30284000,0
2024-09-23 16:00:00,29.19,29.19,28.98,28.98,7.22900000,1727121599999,210.21651000,2,0.00000000,0.00000000,0
2024-09-23 20:00:00,28.98,28.98,28.98,28.98,0.00000000,1727135999999,0.00000000,0,0.00000000,0.00000000,0
2024-09-24 00:00:00,29.73,30.0,29.01,29.01,32.75300000,1727150399999,963.58198000,66,10.62200000,316.42538000,0
2024-09-24 04:00:00,29.25,30.01,29.25,30.01,3.53400000,1727164799999,103.57318000,3,0.26800000,8.04268000,0
2024-09-24 08:00:00,30.01,30.01,30.01,30.01,0.00000000,1727179199999,0.00000000,0,0.00000000,0.00000000,0
2024-09-24 12:00:00,29.41,29.41,28.96,29.1,9.73700000,1727193599999,282.12507000,3,0.14000000,4.07400000,0
2024-09-24 16:00:00,29.1,29.1,29.1,29.1,0.00000000,1727207999999,0.00000000,0,0.00000000,0.00000000,0
2024-09-24 20:00:00,29.1,29.1,29.1,29.1,0.00000000,1727222399999,0.00000000,0,0.00000000,0.00000000,0
2024-09-25 00:00:00,29.48,30.09,29.4,29.83,7.80200000,1727236799999,232.00810000,29,7.80200000,232.00810000,0
2024-09-25 04:00:00,29.14,30.03,29.14,29.17,6.47900000,1727251199999,190.22845000,51,0.36600000,10.99098000,0
2024-09-25 08:00:00,29.53,29.7,29.43,29.43,0.59900000,1727265599999,17.71956000,4,0.50600000,14.98257000,0
2024-09-25 12:00:00,29.43,29.43,29.43,29.43,4.15200000,1727279999999,122.19336000,2,0.00000000,0.00000000,0
2024-09-25 16:00:00,29.14,29.43,28.56,29.03,59.61400000,1727294399999,1716.39749000,10,6.80700000,198.11214000,0
2024-09-25 20:00:00,28.51,28.6,28.22,28.48,58.65700000,1727308799999,1671.53452000,14,1.13900000,32.46842000,0
2024-09-26 00:00:00,28.46,28.84,27.4,28.82,17.37800000,1727323199999,493.00229000,118,16.17900000,460.01185000,0
2024-09-26 04:00:00,28.85,29.07,28.85,29.07,1.05400000,1727337599999,30.50284000,3,1.05400000,30.50284000,0
2024-09-26 08:00:00,29.07,29.07,29.07,29.07,0.00000000,1727351999999,0.00000000,0,0.00000000,0.00000000,0
2024-09-26 12:00:00,29.17,31.21,27.46,30.41,76.47700000,1727366399999,2279.40225000,50,64.31200000,1928.22972000,0
2024-09-26 16:00:00,30.41,30.41,30.41,30.41,7.77200000,1727380799999,236.34652000,1,7.77200000,236.34652000,0
