date_time,price,type
2025-01-17 08:00:00,0.034313,bearish
2025-02-15 20:00:00,0.009926,bearish
2025-02-26 08:00:00,0.008197,bullish
2025-03-04 04:00:00,0.006742,bearish
2025-03-06 08:00:00,0.006458,bullish
2025-06-12 12:00:00,0.01058,bearish
2025-08-24 12:00:00,0.034155,bullish
2025-11-02 00:00:00,0.018376,bullish
2026-01-08 16:00:00,0.011758,bullish
2026-01-19 12:00:00,0.010423,bullish
2026-02-13 08:00:00,0.006287,bullish
2026-03-28 16:00:00,0.006534,bearish
2026-06-02 00:00:00,0.007508,bearish
