date_time,price,type
2024-09-12 20:00:00,0.435,bullish
2024-09-26 04:00:00,0.493,bearish
2024-10-21 08:00:00,0.4666,bearish
2024-10-22 16:00:00,0.4443,bearish
2024-10-28 04:00:00,0.4203,bearish
2024-11-16 20:00:00,0.5195,bearish
2024-11-21 16:00:00,0.5386,bullish
2024-12-06 20:00:00,0.8145,bearish
2024-12-13 12:00:00,0.7027,bullish
2024-12-27 08:00:00,0.5537,bearish
2025-01-17 12:00:00,0.6167,bullish
2025-02-06 08:00:00,0.4156,bearish
2025-02-27 20:00:00,0.3897,bearish
2025-03-02 08:00:00,0.3956,bullish
2025-03-16 20:00:00,0.3585,bullish
2025-04-04 00:00:00,0.3169,bullish
2025-05-13 12:00:00,0.4156,bullish
2025-07-23 08:00:00,0.4362,bearish
2025-08-09 12:00:00,0.4521,bullish
2025-08-21 20:00:00,0.383,bullish
2025-10-04 16:00:00,0.3307,bearish
2025-12-31 16:00:00,0.2228,bullish
2026-01-18 20:00:00,0.2282,bearish
2026-04-07 04:00:00,0.1345,bullish
2026-04-18 20:00:00,0.1356,bullish
