date_time,price,type
2024-10-12 08:00:00,0.4452,bearish
2024-10-25 08:00:00,0.4829,bearish
2024-11-07 20:00:00,0.4608,bearish
2024-11-19 08:00:00,0.5209,bearish
2024-12-01 00:00:00,0.64,bullish
2025-01-03 08:00:00,0.5051,bullish
2025-01-17 08:00:00,0.5165,bullish
2025-01-31 04:00:00,0.421,bullish
2025-02-22 20:00:00,0.3693,bullish
2025-03-08 12:00:00,0.2963,bullish
2025-03-09 04:00:00,0.2906,bearish
2025-03-11 04:00:00,0.264,bearish
2025-03-18 08:00:00,0.2986,bearish
2025-03-24 00:00:00,0.2971,bullish
2025-05-30 12:00:00,0.2752,bearish
2025-06-22 08:00:00,0.226,bearish
2025-07-01 20:00:00,0.2316,bearish
2025-07-31 20:00:00,0.2685,bearish
2025-08-25 00:00:00,0.2651,bearish
2025-08-25 12:00:00,0.262,bearish
2025-09-06 12:00:00,0.2492,bearish
2025-09-15 04:00:00,0.262,bearish
2025-09-21 12:00:00,0.2531,bearish
2025-09-21 20:00:00,0.2494,bearish
2025-10-23 16:00:00,0.1739,bearish
2025-11-03 16:00:00,0.1525,bearish
2025-11-07 08:00:00,0.1791,bearish
2026-04-29 12:00:00,0.0968,bearish
2026-04-30 12:00:00,0.0947,bearish
2026-05-07 20:00:00,0.1118,bullish
2026-05-16 00:00:00,0.15,bullish
2026-06-05 00:00:00,0.0846,bearish
2026-07-25 16:00:00,0.0714,bearish
2026-09-08 12:00:00,0.031,bullish
