date_time,price,type
2025-04-30 04:00:00,1.35,bearish
2025-05-04 20:00:00,1.6407,bullish
2025-05-10 20:00:00,2.063,bearish
2025-06-03 12:00:00,1.9991,bullish
2025-06-15 16:00:00,1.8552,bullish
2025-06-23 12:00:00,1.4678,bullish
2025-07-07 08:00:00,1.5451,bearish
2025-07-08 04:00:00,1.4744,bullish
2025-08-18 04:00:00,1.24,bullish
2025-08-21 20:00:00,1.1827,bullish
2025-08-26 08:00:00,1.153,bullish
2025-08-29 04:00:00,1.16,bearish
2025-09-08 08:00:00,1.2071,bullish
2025-09-12 04:00:00,1.2863,bearish
2025-09-15 04:00:00,1.2606,bearish
2025-09-24 16:00:00,1.1042,bullish
2025-09-28 08:00:00,1.0029,bearish
2025-10-04 04:00:00,1.1245,bearish
2025-10-10 12:00:00,1.0274,bearish
2025-10-31 12:00:00,1.3643,bearish
2025-11-10 12:00:00,1.5231,bearish
2025-11-28 08:00:00,0.9664,bullish
2025-12-01 08:00:00,0.8056,bearish
2025-12-02 16:00:00,0.9,bullish
2025-12-03 16:00:00,1.0588,bullish
2025-12-05 20:00:00,0.9241,bullish
2025-12-09 08:00:00,0.8709,bullish
2025-12-11 08:00:00,0.9058,bullish
2025-12-13 00:00:00,0.8389,bullish
2025-12-13 12:00:00,0.8709,bearish
2025-12-16 08:00:00,0.7499,bullish
2025-12-22 08:00:00,0.8315,bullish
2025-12-26 08:00:00,0.6908,bullish
2025-12-28 12:00:00,0.7116,bullish
2025-12-31 12:00:00,0.6666,bearish
2026-01-02 12:00:00,0.7175,bullish
2026-01-03 00:00:00,0.7766,bearish
2026-01-04 08:00:00,0.9334,bullish
2026-01-05 16:00:00,1.14,bearish
2026-01-08 16:00:00,1.155,bullish
2026-01-13 16:00:00,1.0242,bullish
2026-01-14 00:00:00,1.13,bullish
2026-01-14 16:00:00,1.17,bearish
2026-01-15 20:00:00,1.07,bullish
2026-01-25 16:00:00,0.7525,bullish
2026-01-31 20:00:00,0.5588,bullish
2026-02-20 04:00:00,0.7052,bearish
2026-03-02 12:00:00,0.7489,bullish
2026-03-04 00:00:00,0.7554,bearish
2026-03-07 04:00:00,0.67,bullish
2026-03-16 08:00:00,0.7634,bullish
2026-03-24 16:00:00,0.6563,bullish
2026-03-30 12:00:00,0.6283,bullish
2026-04-10 12:00:00,0.6386,bullish
2026-04-13 16:00:00,0.65,bullish
2026-04-29 12:00:00,0.6218,bearish
2026-05-17 16:00:00,0.7442,bearish
2026-05-21 08:00:00,0.7431,bearish
2026-05-23 00:00:00,0.7253,bearish
2026-05-23 12:00:00,0.7059,bullish
2026-05-24 16:00:00,0.7641,bearish
2026-05-28 00:00:00,0.75,bearish
2026-06-03 16:00:00,0.7203,bullish
2026-08-24 04:00:00,0.73,bullish
2026-09-07 04:00:00,0.76,bullish
2026-09-07 20:00:00,0.7875,bearish
