date_time,price,type
2025-12-10 12:00:00,2.6,bearish
2025-12-11 04:00:00,2.361,bullish
2025-12-24 04:00:00,1.99,bearish
2025-12-25 20:00:00,1.864,bearish
2025-12-28 16:00:00,1.872,bearish
2026-01-08 00:00:00,1.95,bearish
2026-01-16 04:00:00,2.038,bullish
2026-02-02 20:00:00,1.721,bearish
2026-02-14 00:00:00,1.306,bullish
2026-03-04 00:00:00,1.35,bullish
2026-03-04 16:00:00,1.417,bearish
2026-03-08 12:00:00,1.309,bearish
2026-03-19 00:00:00,1.433,bearish
2026-03-24 00:00:00,1.402,bullish
2026-03-27 04:00:00,1.402,bearish
2026-04-01 12:00:00,1.412,bullish
2026-04-19 00:00:00,1.532,bearish
2026-05-09 20:00:00,1.549,bearish
2026-05-19 08:00:00,1.402,bearish
2026-05-22 08:00:00,1.445,bearish
2026-07-23 08:00:00,1.384,bearish
2026-08-08 00:00:00,1.398,bullish
2026-08-23 16:00:00,1.742,bullish
2026-09-01 20:00:00,1.809,bullish
2026-09-08 00:00:00,2.228,bullish
