date_time,price,type
2026-04-17 16:00:00,0.01638,bullish
2026-07-09 00:00:00,0.01286,bullish
2026-08-09 00:00:00,0.01315,bullish
2026-08-09 12:00:00,0.02364,bullish
2026-08-20 16:00:00,0.02212,bearish
2026-08-29 00:00:00,0.03197,bullish
