date_time,price,type
2024-09-23 12:00:00,0.56,bullish
2024-09-28 00:00:00,0.6341,bearish
2024-10-05 08:00:00,0.5204,bearish
2024-10-17 08:00:00,0.4554,bullish
2024-10-18 20:00:00,0.4749,bearish
2024-11-02 08:00:00,0.5783,bearish
2024-12-04 08:00:00,1.032,bullish
2025-01-03 12:00:00,0.9132,bullish
2025-01-21 12:00:00,0.6199,bullish
2025-01-24 08:00:00,0.727,bullish
2025-01-28 00:00:00,0.6918,bullish
2025-01-31 08:00:00,0.6291,bearish
2025-03-04 08:00:00,0.3695,bearish
2025-03-10 08:00:00,0.3695,bearish
2025-03-12 08:00:00,0.3449,bullish
2025-03-15 12:00:00,0.4282,bearish
2025-03-16 08:00:00,0.4174,bearish
2025-03-23 12:00:00,0.4079,bullish
2025-03-26 20:00:00,0.4299,bullish
2025-03-29 12:00:00,0.3928,bearish
2025-04-01 12:00:00,0.3779,bullish
2025-04-08 12:00:00,0.3396,bullish
2025-04-30 08:00:00,0.3905,bearish
2025-05-10 12:00:00,0.4734,bullish
2025-05-12 20:00:00,0.4565,bearish
2025-05-15 00:00:00,0.4651,bearish
2025-05-16 20:00:00,0.4463,bearish
2025-05-17 08:00:00,0.4364,bearish
2025-05-17 20:00:00,0.4347,bearish
2025-05-29 04:00:00,0.4688,bullish
2025-05-30 12:00:00,0.4303,bearish
2025-07-07 12:00:00,0.3396,bearish
2025-07-09 08:00:00,0.3221,bearish
2025-07-22 20:00:00,0.512,bullish
2025-07-26 20:00:00,0.501,bullish
2025-08-10 00:00:00,0.4805,bullish
2025-08-12 08:00:00,0.4462,bearish
2025-08-22 12:00:00,0.4248,bullish
2025-09-04 12:00:00,0.353,bearish
2025-09-09 20:00:00,0.3639,bearish
2025-09-17 00:00:00,0.3695,bearish
2025-10-10 16:00:00,0.4786,bearish
2025-10-21 04:00:00,0.7631,bullish
2025-10-26 12:00:00,0.7573,bullish
2025-11-06 20:00:00,0.5923,bearish
2025-11-16 08:00:00,0.5573,bearish
2025-11-20 04:00:00,0.5125,bullish
2025-12-02 08:00:00,0.4714,bullish
2025-12-06 04:00:00,0.5244,bearish
2025-12-17 20:00:00,0.4018,bullish
2025-12-27 00:00:00,0.4018,bullish
2026-01-02 12:00:00,0.4401,bearish
2026-01-06 08:00:00,0.4401,bullish
2026-01-07 00:00:00,0.4455,bullish
2026-01-17 08:00:00,0.4238,bullish
2026-02-17 04:00:00,0.3424,bearish
2026-03-08 16:00:00,0.3086,bearish
2026-03-26 04:00:00,0.3077,bearish
2026-03-27 04:00:00,0.303,bearish
2026-04-04 08:00:00,0.303,bearish
2026-04-05 08:00:00,0.285,bullish
2026-04-23 08:00:00,0.285,bullish
2026-05-06 04:00:00,0.3424,bullish
2026-05-29 20:00:00,0.3869,bearish
2026-06-23 16:00:00,0.2984,bearish
2026-07-03 08:00:00,0.27,bullish
2026-07-18 20:00:00,0.27,bearish
2026-07-31 04:00:00,0.2722,bearish
