date_time,price,type
2025-01-09 04:00:00,0.2502,bullish
2025-01-30 08:00:00,0.2189,bullish
2025-02-23 12:00:00,0.1837,bullish
2025-04-13 12:00:00,0.1346,bearish
2025-05-17 16:00:00,0.1441,bearish
2025-05-29 08:00:00,0.1415,bearish
2025-06-18 12:00:00,0.1218,bearish
2025-06-24 12:00:00,0.1223,bullish
2025-08-30 08:00:00,0.1518,bearish
2025-09-03 16:00:00,0.1558,bearish
2025-09-08 04:00:00,0.1576,bullish
2025-10-09 00:00:00,0.1511,bullish
2026-01-30 12:00:00,0.1509,bearish
2026-02-01 08:00:00,0.1305,bearish
2026-02-28 12:00:00,0.1039,bullish
2026-03-11 16:00:00,0.0971,bullish
2026-03-16 08:00:00,0.1033,bearish
2026-03-19 16:00:00,0.0963,bullish
2026-03-30 08:00:00,0.096,bearish
2026-05-13 04:00:00,0.1092,bearish
2026-06-15 16:00:00,0.0937,bearish
2026-07-21 04:00:00,0.0785,bearish
2026-07-29 04:00:00,0.0685,bearish
