date_time,price,type
2025-07-22 16:00:00,0.00155125,bullish
2025-08-14 04:00:00,0.00145295,bearish
2025-09-05 04:00:00,0.00085,bullish
2025-09-10 08:00:00,0.00094732,bearish
2025-09-14 20:00:00,0.00103317,bearish
2025-09-15 16:00:00,0.00099157,bearish
2025-11-08 08:00:00,0.0002879,bullish
2025-11-09 00:00:00,0.00035827,bullish
2025-11-12 08:00:00,0.00037,bearish
2025-11-13 00:00:00,0.00029901,bearish
2025-11-13 04:00:00,0.00029901,bullish
2025-11-13 12:00:00,0.00037,bullish
2025-11-15 16:00:00,0.00028,bearish
2025-11-21 08:00:00,0.0003471,bearish
2025-11-23 20:00:00,0.000269,bullish
2025-11-29 20:00:00,0.0003961,bullish
2025-12-02 16:00:00,0.00041,bearish
2025-12-03 12:00:00,0.000361,bearish
2025-12-07 16:00:00,0.00031,bearish
2025-12-12 16:00:00,0.0002926,bullish
2025-12-15 00:00:00,0.0003,bearish
2025-12-18 16:00:00,0.00022228,bullish
2025-12-19 08:00:00,0.00029799,bearish
2025-12-19 16:00:00,0.00023,bullish
2025-12-21 04:00:00,0.00027399,bullish
2025-12-21 12:00:00,0.00027799,bearish
2025-12-26 00:00:00,0.00023,bearish
2026-01-01 12:00:00,0.000221,bearish
2026-01-03 08:00:00,0.00029,bullish
2026-01-04 12:00:00,0.00029799,bearish
2026-01-09 12:00:00,0.00026111,bearish
2026-01-12 12:00:00,0.000388,bearish
2026-01-13 12:00:00,0.00032,bearish
2026-01-16 16:00:00,0.00035,bearish
2026-01-17 08:00:00,0.00032651,bullish
2026-01-22 20:00:00,0.000344,bearish
2026-01-23 04:00:00,0.00033233,bullish
2026-01-26 12:00:00,0.00022341,bearish
2026-01-27 04:00:00,0.00022341,bullish
2026-02-03 08:00:00,0.00019745,bearish
2026-02-04 12:00:00,0.00030398,bearish
2026-02-08 04:00:00,0.00016008,bearish
2026-02-13 04:00:00,0.00016001,bearish
2026-02-15 00:00:00,0.00016,bearish
2026-02-15 20:00:00,0.00015,bearish
2026-02-22 20:00:00,0.0001225,bearish
2026-03-07 20:00:00,0.0001955,bearish
2026-03-16 08:00:00,0.000189,bearish
2026-03-18 08:00:00,0.00018696,bearish
2026-03-19 00:00:00,0.000186,bearish
2026-03-23 12:00:00,0.0001815,bearish
2026-03-25 00:00:00,0.00018198,bearish
2026-03-29 08:00:00,0.00013812,bearish
2026-03-30 00:00:00,0.00013811,bearish
2026-03-31 08:00:00,0.000175,bearish
2026-04-01 04:00:00,0.00014349,bearish
2026-04-03 12:00:00,0.00013991,bearish
2026-04-06 04:00:00,0.00013,bullish
2026-04-09 20:00:00,0.00012526,bullish
2026-04-17 20:00:00,0.00016207,bearish
2026-04-21 00:00:00,0.00015776,bearish
2026-04-25 12:00:00,0.00017,bearish
2026-04-30 20:00:00,0.0001545,bullish
2026-05-05 20:00:00,0.00017375,bearish
2026-05-11 04:00:00,0.0001695,bullish
2026-05-15 00:00:00,0.00018599,bearish
2026-05-16 04:00:00,0.00017155,bearish
2026-05-19 04:00:00,0.000177,bearish
2026-05-22 20:00:00,0.0001501,bearish
2026-06-02 12:00:00,0.00012835,bullish
2026-06-03 20:00:00,0.00015799,bearish
2026-06-07 08:00:00,0.00014987,bearish
2026-06-11 04:00:00,0.00011282,bullish
2026-06-19 04:00:00,0.0001135,bullish
2026-06-20 08:00:00,0.00014,bearish
2026-06-22 04:00:00,0.00011376,bullish
2026-06-22 20:00:00,0.00014,bearish
2026-06-25 00:00:00,0.0001376,bearish
2026-06-27 16:00:00,0.0001075,bearish
2026-07-14 12:00:00,0.000104,bearish
2026-07-15 20:00:00,0.00010699,bearish
2026-07-17 04:00:00,0.00010374,bearish
2026-07-22 00:00:00,0.00010499,bearish
2026-07-22 08:00:00,0.00010498,bearish
2026-07-22 16:00:00,0.00010101,bullish
2026-07-31 12:00:00,9.601e-05,bullish
2026-08-04 08:00:00,9.301e-05,bullish
2026-08-05 04:00:00,0.000101,bearish
2026-08-05 12:00:00,0.00010199,bearish
2026-08-06 16:00:00,0.00010299,bearish
2026-08-11 00:00:00,0.00010598,bearish
2026-08-11 20:00:00,0.00010199,bearish
2026-08-12 16:00:00,0.00010199,bearish
2026-08-14 00:00:00,9.999e-05,bearish
2026-08-15 20:00:00,9.999e-05,bearish
2026-08-21 12:00:00,0.00012999,bearish
2026-08-27 04:00:00,0.00011748,bearish
2026-08-31 16:00:00,0.00010844,bullish
2026-09-04 16:00:00,0.00010251,bullish
