date_time,price,type
2025-10-01 04:00:00,0.068595,bullish
2025-10-02 04:00:00,0.07,bearish
2025-10-26 16:00:00,0.05909,bullish
2025-10-27 04:00:00,0.059999,bearish
2025-11-05 16:00:00,0.05219,bullish
2025-11-13 08:00:00,0.05837,bearish
2025-12-26 12:00:00,0.067403,bearish
2026-02-19 00:00:00,0.067658,bullish
2026-03-13 08:00:00,0.084128,bullish
2026-08-06 08:00:00,0.055759,bearish
